feature0,Survived
-0.5623710790507008,0
0.9531642385095467,1
0.10641285616095504,1
1.0461681859104341,1
-0.5429482813218592,0
-0.4825442069035941,0
0.15789801622591354,0
-0.5552135459618004,0
0.20553134968266562,1
0.6085766118768717,1
0.10666732580518766,1
1.0372639965391262,1
-0.6047836900319395,0
-0.46961689851983734,0
0.14700311649011027,0
0.5255345131911139,1
-0.533282368133935,0
-0.2335522408320011,1
0.17320799219189195,0
0.3186113752502611,1
-0.1926869656209597,0
-0.11771289901435357,1
0.2463707273301654,1
0.324116492840181,1
0.17277426447425429,0
0.258212739632672,1
-0.38996385949821893,0
0.3933961052464739,0
0.23972290419704043,1
-0.5651565870956737,0
0.02597370446197115,0
1.0460974569023518,1
0.2589049717393221,1
-0.334499620541409,0
0.08597934216784402,0
0.14860120109371253,0
-0.41155528471348907,1
-0.5593159315043317,0
0.17376239232238344,0
0.3128122474711161,1
0.1777129197290964,0
0.5208627493650171,0
-0.4555214001969498,0
0.5432032706895629,1
0.26481780507783964,1
-0.6268834048202786,0
-0.5189600333349587,0
0.2956036454225091,1
-0.4235430291609436,0
0.20817870915413153,0
-0.5158360484024646,0
-0.5887460175150195,0
0.913619873571936,1
0.5117179586350933,1
0.46842372265544435,0
0.20426751144601496,1
0.40081965981537276,1
-0.42007636351676114,0
0.40560821923936163,1
-0.5277018787509629,0
-0.4264858037056612,0
1.0660414268427536,1
0.17374704237664124,0
-0.539579518137713,0
0.029799376875708373,0
-0.4025543122345316,1
0.4186629768855999,1
-0.5952591107279221,0
0.25913716126719516,1
-0.5157100697606262,0
-0.3053131558831618,0
0.20018950351834894,0
-0.2818477515267871,0
-0.38998642403946016,0
-0.40274539668865,1
-0.5290088194200665,0
-0.5592026907331618,0
-0.5726181640550015,0
-0.1681693337553545,1
0.1860412573670366,1
-0.5512334213520882,0
-0.5467872376492441,1
0.25031395248478516,1
0.17153173484774772,0
0.3988574260326444,1
0.24259655100277996,1
-0.5867643038505176,0
-0.6367906417191572,0
1.1241062367739547,1
-0.5045905943156269,0
-0.5053749780064213,0
-0.5087418754777607,0
0.04850868838869467,0
-0.5549330057565763,0
-0.53645116621079,0
-0.5838796268803848,0
0.3065743190982223,0
0.20484135331414682,1
0.5555938356840929,1
-0.19883492986474113,0
0.16978417084685016,0
-0.5505636157386868,0
0.12225334954690467,0
-0.5693291737471391,0
-0.49887173222879455,0
-0.541987807962105,0
0.18748216072725302,1
-0.516596233856915,1
-0.5588254638196911,0
0.20420947799125094,1
0.3228217206352777,0
0.29566154970113895,0
-0.49135885422402953,0
0.16089084884548197,0
0.35508074758629754,0
-0.6314136693722351,0
-0.4965205997666438,0
-0.20115813771596922,0
0.42813088252535375,0
0.2380030586129088,0
-0.2780945112729599,0
-0.5874334984715721,0
-0.1111550506499612,0
0.5398259136308257,1
0.1240403630980922,0
-0.4090157832763844,1
-0.5178955043524791,0
-0.5842864824657557,1
0.33751344140067535,1
-0.5132354507405303,0
-0.4350619074416131,0
-0.5946672996728936,0
0.13136818651222543,0
0.5115519615137832,1
-0.3240340095980876,0
-0.25067937918191713,0
0.9092277599891728,1
0.3275228864926803,0
-0.5807913368534052,0
0.30490721014944133,0
0.3628476957643018,0
0.18750405028724382,1
0.11711779985521764,1
-0.48566040296529484,0
-0.16515572549426363,0
-0.3050472760506086,0
-0.5180482432167256,1
0.1352500633693651,0
-0.16863534493765528,0
-0.17697501040992358,0
-0.29915490293304414,0
1.025326121681356,1
-0.5762555047217184,0
-0.5912755435748437,0
-0.6004368140664245,0
0.08174234795410072,0
0.2353030545086714,1
-0.5971085886959696,0
-0.5284606417701235,0
-0.5478501467611877,0
-0.5354525678403638,0
0.3968448451361326,1
-0.5026916623243258,0
-0.49040110916827195,0
-0.5087827619383167,0
-0.5223099956730388,1
0.956810110976787,1
0.21139551866522951,0
-0.00246428418963132,0
-0.42142305335493474,0
0.33096260842581,0
-0.5236923733800494,0
0.2069824185340174,1
-0.6339898566387961,0
0.4121723142697086,0
-0.5350405826439052,0
-0.5550546473182166,0
0.9353330797420512,0
-0.19356850758316257,0
-0.5901117636469191,0
0.18038514741045125,0
-0.244161641893789,0
-0.4848838947255284,0
-0.1499875161174638,1
0.2345609838283348,1
0.3916122170089995,0
0.20889422958316095,1
0.10416766572954808,1
-0.4727260389924344,0
-0.5624917246001527,0
0.5236413751459008,1
-0.19704124374420776,0
0.21152689408339165,1
-0.17475984372266878,1
1.0262798123214751,1
1.0694611213050618,1
-0.5102096779141392,0
-0.5661128773739547,0
0.21627147426713608,1
0.5004136065947004,0
-0.543953557846149,0
-0.5452515675375541,0
-0.4972630140458726,0
-0.41974601804549744,0
-0.555772517993014,1
0.1941747245719905,0
-0.47671543959224677,0
-0.3749620136290339,1
0.24198155417825223,1
0.4891102568218422,1
-0.5808450614676467,0
0.44278803266089856,1
-0.5840741689705463,0
-0.187955785864399,0
-0.500842549952212,0
0.991630618267429,1
0.11793615032285527,1
-0.18794880589537213,0
1.0875251720163202,1
-0.327584343979008,0
-0.6317071581883564,1
-0.16137897264384657,0
-0.45484235206681023,0
-0.5404294803161266,0
0.25718025215038154,1
-0.5763717510615541,0
-0.3366672158131872,1
-0.5720867744554404,0
-0.17524808823902252,0
0.17516051673809527,0
0.9108644373282601,1
-0.5212297673132356,0
-0.20734493263060527,0
0.24520752746299154,1
-0.29904391331467123,0
0.11998097027911148,0
-0.2008943084769233,0
0.4619168541296434,1
-0.22704813954532063,0
-0.3176112188817816,0
0.30428167968193964,0
0.21867835300940863,1
-0.3145560568681452,0
-0.6121520960280582,0
-0.37322974657640157,0
0.31489448233340667,0
0.20403331684731504,0
0.5553239583352216,1
0.26613188129830134,1
-0.17142022382787872,0
-0.5565737545092839,0
0.19737782505499493,0
0.2156867095225058,0
-0.5736823463943614,0
0.17714426138652486,0
0.32855562740469296,1
0.8128050783070835,1
1.1206658960138558,1
0.9276879267378823,1
0.5410438385704671,1
-0.5312690086400523,0
-0.47999609094774165,1
0.175430010634741,0
0.3229766127739331,0
0.22396081557284633,0
-0.30765688594725255,0
-0.5022590001781843,0
-0.5361918507701455,1
0.9663576889038702,1
0.9027450102165511,1
0.1358002976267323,0
-0.6072644812473905,1
